SMILES,MLM_Pred,HLM_Pred
Cc1ccc(Cl)cc1N1CCN(C(=O)C2CCCN(S(=O)(=O)c3ccccc3)C2)CC1,12.39,19.16
Cn1cnc(S(=O)(=O)N2CCC(Oc3nccnc3C#N)C2)c1,75.16,80.96
CCn1nc(C)c(C2CC(=O)Nc3nc(N4CCCCC4)nc(O)c32)c1C,53.72,68.23
CN1C(=O)C(c2c(-c3ccc(Br)cc3)[nH]c3[nH]c(=O)[nH]c(=O)c23)c2ccccc21,58.33,63.9
Cc1cc(C)nc(N2N=C(c3ccccc3)CC2=O)n1,48.12,73.65
COc1cc(Cn2c(-c3nnc(C)o3)cc3ccccc32)cc(OC)c1,17.32,30.35
CCOC(=O)N1CCN(C2CCCc3sccc32)CC1,12.69,39.4
CC(C)OCCCN(C)C1CCN(S(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)CC1,29.7,48.45
CC(=O)Nc1cc(O)nc2nc(-c3ccc(C(C)(C)C)cc3)nn12,59.5,81.18
CCCn1cc(S(=O)(=O)N2CCC(c3nc4cnccn4c3NC(C)(C)C)CC2)c(C)n1,19.04,32.27
Oc1cc2c(cc1C(c1ccc(Br)cc1)N1CCOCC1)OCO2,30.92,53.81
Cc1cc(NCCCc2nc(C(C)C)no2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,20.55,38.66
O=C(c1cccs1)N1c2nc(C3CCCCC3)nn2C2(CCCCC2)[C@@H]2CCCC[C@@H]21,11.56,19.49
c1ccc(-c2ccc3ccnc(N4CCCCC4)c3c2)cc1,13.96,29.23
CC(C)c1nc(OCC(=O)O)c(C#N)c2c1COC(C)(C)C2,74.64,84.95
O=C(NC1CCCCC1)c1cnn2c(=O)cc(-c3ccc(F)cc3F)[nH]c12,66.51,80.51
COc1ccc(N)cc1-n1nnnc1-n1cccn1,65.21,79.06
C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)C[C@H]1N,80.35,88.81
Cn1cc(Br)c(C(=O)NCCCN2CCCC2=O)n1,66.41,82.81
Cc1nc(NC(=O)CCCCF)c(N)cc1Br,20.75,33.76
CC(C)=CCc1c2ccoc2c(O)c2oc(=O)ccc12,23.18,43.19
O=C(COc1ccccc1F)NC[C@H]1CC[C@H](c2ncc(Cl)cc2-c2ccncc2)CC1,20.27,28.79
Cc1cc(C)c2c(n1)oc1c(N3CCN(C(=O)c4ccco4)CC3)ncnc12,19.91,37.76
Oc1c2ccc(-c3ccc[nH]3)nc2nn1-c1ccccc1,45.7,69.84
CCOC(=O)c1[nH]c(C)c(C(=O)Nc2n[nH]c3cc(Br)ccc23)c1C,36.77,41.27
Cn1cc(-c2ccc(=O)n(CC3CN(c4ncc(OCCN5CCCC5)cn4)CCO3)n2)cn1,54.09,67.54
Cc1ccc(CNc2ncc(-c3ccccc3F)c(-c3nccn3C)n2)cc1,19.85,37.61
CC1(C)OC(=O)C2(Cc3ccccc3N3CCC(c4ccccc4)CC32)C(=O)O1,12.46,20.86
CC(NCc1cnc2cnccn12)c1ccc2c(c1)OCO2,15.52,40.64
CC(C)(C)Nc1nc(Cl)nc(NC(C)(C)CO)n1,43.74,67.51
O=C(C1CCCC1)N1CCn2c(nnc2-c2ccccc2)C1,46.27,72.45
Brc1cnn(CC2CCN(Cc3cncs3)CC2)c1,36.74,69.59
CC1COc2c(N3CC4CC3CCN4C)c(F)cc3c(=O)c(C(=O)O)cn1c23,74.25,84.71
COC(=O)C1CCN(C(=O)c2ccccc2N(C)S(C)(=O)=O)CC1,46.81,70.41
O=C(Nc1ccc2c(c1)COC2=O)c1ccc(Cl)c(Cl)c1,42.86,64.24
Nc1ccc2nn(-c3ccccc3)nc2c1Br,27.97,52.06
Cc1cc2cc(CN(Cc3cccs3)S(=O)(=O)c3ccc(F)cc3)c(=O)[nH]c2cc1C,13.54,13.26
O=C(Cn1cnc2ccccc21)NCc1n[nH]c(=O)c2ccccc12,59.43,77.6
CCOc1ccc(CCNS(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)cc1OCC,17.42,28.3
CCOC(=O)N1CCN(CC(O)COc2ccc(C(C)C)c(C)c2)CC1,15.75,34.52
Cc1ccc2[nH]c3nc(N/N=C/c4cc5c(cc4Cl)OCO5)nnc3c2c1,32.04,49.83
Cc1ccc2cc(CNCC3COCCO3)c3nnnn3c2c1,62.42,71.44
COCCNC(=O)[C@@H]1C[C@H](Oc2cccnc2)CN1C(=O)c1ccc(OC)nc1OC,65.23,85.79
CCOC(=O)c1c(=O)n2cccnc2c2c(C)cccc12,18.98,25.33
COc1ccc(-c2nc(-c3nnn4c3COC(c3ccc(C)cc3)C4)no2)cn1,35.64,48.28
CC(C)(NCc1ccncc1Cl)c1ccc(F)cc1Cl,34.37,64.78
c1ccc2c(c1)cnn2CCCNc1ncnc2c1CCNCC2,49.34,80.24
C=CCc1c(C)nc2c(-c3ccccc3)cnn2c1NCCCn1ccnc1,21.09,44.73
Cn1nc(C2CCCN2C(=O)COc2ccc(F)cc2)c2c1CCOC2,35.13,57.98
Cc1cc(C2CN(C(=O)Cc3ccon3)CCO2)ccc1F,43.37,66.78
Cc1nc(C)c(C(=O)NCc2ccccc2)c(-c2ccc(Cl)cc2)c1C(=O)O,67.2,88.59
Cc1nn(-c2ccccc2)c(N2CCCCC2)c1C=C(c1nc2ccccc2s1)c1nc2ccccc2s1,22.28,32.33
CC1(C)C=C(N2CCCC2=O)c2cc(C#N)ccc2O1,26.29,43.84
O=C(c1ccc2[nH]cnc2c1)N1CCc2nc3cc(-c4ccccc4Cl)[nH]n3c(=O)c2C1,56.22,67.85
O=C1CN(C2CCCC2)C(=O)N1Cc1cc2c(cc1Br)OCO2,23.65,41.51
Cc1n[nH]c(-c2ccc(O)cc2O)c1Oc1ccc(Cl)cc1,51.76,69.07
CCOC(=O)c1ccccc1NS(=O)(=O)CC,28.57,56.14
NC(=O)C1CCC(CNCc2cc3ccccc3s2)CC1,19.65,44.79
O=C1NCCN1C(=O)N1CCCC(Oc2cccnn2)C1,80.79,83.2
COc1ccc(C2CC(O)=Nc3c(C(=O)O)cn(-c4cc(F)cc(F)c4)c32)c(OC)c1OC,69.1,85.41
O=C(Cn1nc2n(CCc3ccccc3)c(=O)c3ccccc3n2c1=O)Nc1ccc2c(c1)OCO2,31.08,44.66
O=C(NCC(F)(F)F)c1nnn(-c2ccc(NS(=O)(=O)c3cccnc3)cc2)n1,69.16,78.52
CC(C)C(=O)Nc1ccc(N2CCCCC2C)cc1,14.65,33.8
CC(C)(C)c1ccc(C(O)CCC(=O)N[C@@H]2C=C[C@H](CO)C2)cc1,63.09,77.72
c1ccc2c(Sc3nccc4ccccc34)nccc2c1,12.92,28.81
Cc1cnc(C(=O)N(CCC(=O)NC(C)C)CC2CCCO2)cn1,63.99,89.09
C/C(=C\COc1ccc2ccc(=O)oc2c1)CC/C=C(\C)CCC(=O)C(C)(C)O,25.65,38.71
CCCC1(CCC)c2cc(NC(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)ccc2-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)cc21,29.99,42.32
Cn1nccc1-c1cccc(-c2ccc(=O)n(C)n2)c1,52.16,71.97
CCn1cnnc1-c1nn(C)c2c1CN(C(=O)c1ccc(Cc3c(C)n[nH]c3C)o1)CC2,45.69,54.47
COc1ccccc1N1C(=O)c2cc3ccccc3n2CC1(C)C(=O)NC1CCCCCCC1,12.67,16.86
Brc1ccc2c(c1)CCN2Cc1cnc(-c2ccncc2)s1,17.12,21.6
COCCCNC(=O)NCCc1c(C)nn(C)c1C,60.22,90.24
Cc1nc(C(C)C)sc1C(C)NCC1CCCS1(=O)=O,20.8,39.98
Cc1noc(C)c1CN1CCn2c1nc(-c1ccccc1)cc2=O,21.01,40.34
O=C1NN=C(c2ccc(OCCN3CCOCC3)cc2)CC1c1ccc(Cl)cc1,40.78,57.38
COc1cc(Br)c(S(=O)(=O)NC2CCN(S(=O)(=O)CCN3CCCCC3)CC2)cc1OC,29.14,46.53
Nc1cc(-c2ccc(Br)cc2)nn1CC1CCCCC1,24.59,44.66
COC(=O)CCNC(=O)CCc1nnc(O)[nH]c1=O,75.32,75.23
CCOP(=O)(Cc1ccc(-c2ccccc2OC)cn1)OCC,10.69,20.64
CCn1c(=O)n(CC)c2cc(NS(C)(=O)=O)c(Br)cc21,52.03,72.23
COc1ccc(C2CC(c3cccs3)=NN2S(C)(=O)=O)cc1OC,22.07,39.56
O=C1CC(c2ccsc2)c2ccc3ccccc3c2N1,15.67,31.5
CC(=O)N1N=C(c2ccc(C)cc2)OC1c1ccc(C(C)C)cc1,17.74,24.18
O=C1Nc2c(c3cc(O)ccc3n2Cc2ccccc2)CNC1Cc1ccccc1,32.53,52.47
CC(C)=CCN1CCCC(C(=O)c2nccn2C)C1,37.83,65.8
COC(=O)c1sccc1NC(=O)Nc1c(C)nn(Cc2ccccc2C)c1C,17.52,25.78
CN(C)C(=O)c1sc(Cl)nc1S(N)(=O)=O,81.32,87.82
CC1(COc2ccc(Br)cc2)CCC(C(C)(C)C)=NO1,29.09,50.91
COc1cc(C)c(S(=O)(=O)N2CCN(c3cc(-n4ccnc4C)ncn3)CC2)cc1C,25.04,39.89
Cc1cnc(C2CC2)n1C1CCCN(C(=O)c2ccccn2)C1,35.86,63.92
Cc1cc(NCc2cc(-c3cnn(C)c3C)no2)c(Cl)cc1F,26.08,43.75
CCCN1C(=O)C2(C(C(=O)c3ccc4c(c3)CC(C)O4)=C(O)C(=O)N2CC2CCCO2)c2ccccc21,25.12,30.17
O=c1c2cnn(-c3ccc(F)cc3)c2ncn1Cc1cccnc1,55.93,88.92
CC(C)(C)OC(=O)NCCC(=O)Nc1nc2cc(F)ccc2s1,29.0,48.61
Cc1ccc(C(C)C)c(OCC(O)CN2CCN(CCO)CC2)c1,32.57,60.71
Cc1ncoc1C(=O)N1C2CCC1Cn1c(nnc1-c1ccccc1)C2,56.73,79.48
COc1ccc(/C=C/c2cc(OC(C)=O)cc(OC3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)c2)cc1OC(C)=O,38.51,42.6
COC(=O)C1(c2ccccc2)CCN(C(=O)CCn2cncn2)CC1,38.77,59.83
CCCn1ccnc1C1CC(=O)Nc2cc(O)c(OC)cc21,65.47,83.0
O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]cn1,76.1,76.78
O=C1CCCc2sc(CN3CCOCC3)cc21,31.69,62.66
CNC(=O)CCC(=O)C1=C(NC)CC(C)(C)CC1=O,58.41,75.86
CN(CC(=O)Nc1nc2c(F)cc(F)cc2s1)S(C)(=O)=O,49.75,62.39
CC(Oc1ccccc1)C(=O)Nc1c(-c2ccccc2)nc2sccn12,15.68,26.64
Cc1ccc(C#N)c(NC(C)Cc2c(C)noc2C)n1,19.24,38.45
COc1cc(=O)n(C)cc1C(=O)NCc1csc2ncnn12,77.8,89.16
CCOC(=O)COc1cc(Br)c(C#N)cc1OCC,23.28,34.05
Cc1nc(C)c(C(=O)N2C3CCC2Cn2c(nnc2-c2ccccc2)C3)s1,46.13,66.99
Cn1nc(C2CC2)c2c(C(=O)Nc3ccc(Cn4cc(Cl)cn4)cc3)cc(C3CC3)nc21,31.51,49.28
O=C(NCCc1nccs1)c1cc(-c2ccc(Br)s2)n[nH]1,30.8,40.48
CN1CCC2(CCN(c3cc(C(C)(C)C)nc(Cl)n3)CC2)C1=O,25.39,48.0
O=C1CC(c2cccc3[nH]ccc23)c2c(n[nH]c2-c2ccccc2)N1,43.98,59.16
COCCOCC(=O)NCC1CCCCC(=O)N1,72.14,93.95
Cc1cc2c(cc3c(NCc4ccccc4F)nnc(C)n32)s1,16.12,30.24
COc1ccc(Br)c2[nH]c(=O)cc(CCO)c12,52.03,65.5
CN(C)CCCNC(=O)c1c(OCC2CC2)cc(=O)n2c1CCCCC2,43.26,77.07
COc1ccc(Cl)c(OC)c1C1=NOC(C)(C(=O)Nc2ccccn2)C1,44.52,62.06
O=c1[nH]c2cc(S(=O)(=O)N3CC[C@H]4[C@H](C3)OCc3cnnn34)ccc2o1,73.73,65.31
Cc1ccc(S(=O)(=O)c2c(-c3ccccc3)n(C#Cc3ccccc3)c3ccccc23)cc1,28.43,42.26
Cc1ccc(C[C@H](NCc2ccccc2)c2cccs2)cc1,10.72,20.84
Nc1cc(O)nc2nnc(SCc3nnnn3-c3ccc(Cl)c(Cl)c3)n12,62.9,75.87
CC(C)(C)c1ccccc1NC(=O)c1ccc(NC(=O)Nc2ccccc2)s1,28.58,45.47
COC(=O)CNC(=O)C(C)NC(=O)/C=C/c1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,52.35,53.12
COc1cccc2c1OCC(C(=O)N1CCC3(CCCO3)CC1)C2,22.95,47.44
CCCOc1ccc2c(c1)CNC(CCCCN)C(=O)N2CCc1ccc(OC)cc1,22.14,38.38
CN(CCO)S(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)N(C)CCO)ccc12,43.56,47.34
Cc1cc(O)cc(NS(=O)(=O)c2cnn3c2OCC(C)(C)C3)c1,51.81,70.51
CC(C)COc1cc(=O)n2c(c1C(=O)NCC1CC1)CCCCC2,21.3,47.42
COc1ccc2c(c1)c(=O)oc1cc(OC/C=C(/C)CCC=C(C)C)ccc12,26.04,34.79
Cc1nn(C)c2ncnc(N3CCN4CCCC4C3)c12,58.89,86.48
COC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1,61.42,65.1
COc1ccc(-c2noc(Cn3cnc4c(cnn4-c4ccc(Cl)cc4)c3=O)n2)cc1,42.85,64.23
CC(=O)Nc1nc2ccc(-c3nn(Cc4cc5ccccc5nc4-c4ccccc4C)c4nc(N)ncc34)cc2s1,41.87,65.21
CC(C)(C)OC(=O)N1CCCn2c1nn(-c1cc(-c3cccc(C#N)c3)ccc1N)c2=O,50.81,67.45
COC(=O)N1CC(C)CN(c2ccc(NC(=O)Nc3cc(C)ccc3OC)cc2)S1(=O)=O,47.76,63.23
COCCOc1cc(=O)n2c(c1C(=O)NC1CCCCCC1)CCOCC2,50.11,74.9
CCOc1cc(=O)n2c(c1C(=O)NCCCOC(C)C)CCCCC2,23.29,48.3
Oc1ccccc1-c1nc(-c2ccccc2O)n(-c2ccc(Br)cc2)n1,47.07,72.78
COc1cccc(-c2noc(Cn3cnc4c(nnn4-c4ccc(F)cc4)c3=O)n2)c1,46.99,67.57
CS(=O)(=O)N1N=C(c2cccs2)CC1c1ccc2nccnc2c1,37.75,57.84
CS(=O)(=O)N(Cc1ccco1)Cc1ccc(C(=O)O)o1,80.69,85.69
CCCOc1ccc(Oc2nc3ccccc3n3cnnc23)cc1,23.78,42.9
CN(C(=O)c1ccc2cc[nH]c2c1)C1CCc2nn(C)c(=O)n2CC1,73.63,85.89
COc1c2c(cc3c1OCO3)CCN(C)C(C(C)=O)=C2,14.63,27.12
CN1Cc2cc(NCc3c(Cl)cnn3C)ccc2NC1=O,61.68,84.52
CN1CC[C@H](OC(=O)C2(c3ccc(F)cc3)CCCC2)C1,25.23,50.81
CCC(NC(=O)C1=NNC(=O)CC1)c1ncccc1C,74.16,87.95
Cn1ccc(-c2ccc(-c3cc(Br)cnc3N)nc2)n1,41.87,68.95
CCn1nc(CN[C@@H]2CCC(=O)N[C@H]2c2ccnn2C)c2ccccc21,57.68,71.68
[H][C@]12CCCCN1CCC[C@H]2CCNc1nc2c(s1)c(C)nn2C,18.1,44.28
CCCOc1ccc(S(=O)(=O)n2nc(C)cc2C)cc1C,13.36,32.0
CC(C)COc1cc(=O)n2c(c1C(=O)NC1CCN(C)CC1)CCCCC2,45.76,72.61
c1ccc(-n2nnnc2Oc2ccc(-c3nc4ccccc4s3)cc2)cc1,30.81,52.27
COc1cc(OC)c(OC)c(C(c2sc3nc(C)nn3c2O)N2CCN(C)CC2)c1,46.26,69.22
O=c1[nH]nc(-c2ccc(OCCN3CCCCC3)cc2)cc1-c1ccc(Cl)cc1,34.62,52.22
NC(N)=NC(=O)c1cc2c(-c3cccc(Cl)c3)cccc2s1,43.87,71.91
CCOCc1cc(-c2ccccc2)[nH]c(=O)c1C#N,39.95,55.02
CC1(C)C=C(N(Cc2ncc[nH]2)c2ccc(Cl)c(Cl)c2)c2ccnc(Br)c2O1,34.15,38.97
CCOc1cc(=O)n2c(c1C(=O)NCC1CCCO1)CCCCC2,61.79,89.91
COc1ccc(C(CC(N)=O)c2c(Cc3ccc4c(c3)CCO4)[nH][nH]c2=O)cc1OC,32.84,44.8
CCN1CC(NC(=O)c2cc3n(n2)CCC3)CC1=O,79.99,92.58
Cc1noc(C)c1S(=O)(=O)N1CCC(OCc2noc(C3CCCO3)n2)CC1,38.26,47.26
Cc1ccccc1Cc1c(C)nc2c(C(=O)N3CCc4c(c(-c5nncn5C)nn4C)C3)cnn2c1C,33.65,45.41
Cc1cccc(C)c1NS(=O)(=O)c1c(C)[nH]c(=O)[nH]c1=O,80.24,85.55
O=S1(=O)N=C(N(CCc2ccccc2)Cc2ccccc2)c2ccccc21,9.27,12.76
O=C(O)c1cc2ccc(Cl)c(Cl)c2[nH]c1=O,77.65,79.94
CCc1ncc(CN(C)c2ccc(-n3ccc(C)n3)nn2)s1,33.65,63.99
CNC(=O)CC1CCOC2(CCN(C(=O)C3CCC3)CC2)C1,65.63,89.17
CC(Oc1cccnc1N)c1nnc2ccc(Cl)nn12,56.26,83.74
CC1(C(=O)NC2CCCC2)Cn2c(cc3ccsc32)C(=O)N1c1ccc2c(c1)OCCO2,16.11,20.61
CCCOc1ccc2c(c1)C(O)CC1(CCNCC1)O2,43.01,68.85
O=S1(=O)N=C(NCCc2cccs2)c2ccccc21,26.55,51.11
COc1cccc(-c2nc3cnccn3c2NCCC(=O)Nc2ccc3c(c2)OCCO3)c1,18.5,31.09
Cc1nc(-c2ccc(F)cc2)cc2c1sc1ccccc12,34.5,56.38
CCc1cc(Nc2nc(Cl)ncc2OC)n[nH]1,48.93,71.36
CC1=C(Br)C(=O)N(C(C)(C(N)=O)C(C)C)C1=O,48.11,56.05
COc1ccc2c(CSc3nc4ccccc4o3)cc(=O)oc2c1,16.06,27.37
Cc1cc(C)c(C#N)c(N2C[C@@H]3CCN(C)[C@@H]3C2)n1,58.21,87.34
Cc1ccccc1N1CCN(C2CCc3occc3C2=O)CC1,13.83,33.59
CC1(C)Cc2ccccc2C(c2sc3nc4c(cc3c2N)CCC4)=N1,21.91,36.48
CCCS(=O)(=O)N1CC(=O)Nc2ccc(Br)cc21,50.72,78.59
COC(=O)C(C)NC(=O)C12CC3(C)CC(C)(CC(C)(C3)C1)C2,9.34,25.8
COC(=O)c1ncn2c1C(=O)OC(COc1ccccc1)C2,28.13,37.85
N#Cc1cnc(NCC2CCN(CC(O)c3ccccc3)CC2)cn1,44.74,70.78
CN(C)CCCNC(=O)c1cc(S(=O)(=O)N(C)C)c(Cl)cc1Cl,47.57,62.95
C=CCn1c(=O)n(Cc2cccnc2)c2nc(N)nc(Cl)c21,41.02,67.33
CC1(C)C=C(N(Cc2ncc[nH]2)c2ccc(Cl)cc2Cl)c2ncccc2O1,22.9,27.67
CCOC1CC(OC(=O)c2csc(-c3ccco3)n2)C12CCC2,12.19,18.12
O=S1(=O)CCN(CC2CCCO2)c2c(Oc3ccc(F)cc3)nc(F)c(Cl)c21,27.14,39.95
CCOc1nnc(Cc2ccccc2)c2ccccc12,13.26,25.89
COC(=O)[C@@H]1C[C@H](C(=O)OC)CN(c2ccnc(N3C[C@H](C(=O)OC)C[C@H](C(=O)OC)C3)n2)C1,35.58,37.17
Cc1cc(C[C@@H]2COC[C@@H]2NC(=O)c2cc(=O)n(-c3ccccc3)[nH]2)on1,69.57,75.39
O=C(COC(=O)c1ccc(Br)o1)c1ccc(Cl)c(Cl)c1,32.13,39.78
Cc1c(-c2cc[nH]n2)c2c(C)cccn2c1-c1ccccc1,18.29,28.81
CCOC(=O)c1ncn2c(N)c(C(N)=O)nnc12,59.98,60.92
CN(CCc1ccccc1)c1ncc(-c2ncc[nH]2)c(-c2ccc(F)cc2)n1,19.52,35.41
Cc1ccc(S(=O)(=O)N2c3c(c4ccc(Br)cc4n3C)CC=CC2c2ccccc2)cc1,21.47,29.27
CS(=O)(=O)C1(C(=O)NC2CCCS(=O)(=O)C2)CCCC1,75.43,102.03
Cc1ccc(S(=O)(=O)Nc2c(C)[nH]c(=O)[nH]c2=O)cc1,79.79,85.35
COc1cc(OC)nc(OC(C(=O)N2CCOCC2)C(C)C)n1,55.39,78.05
CN1C[C@H](NC(=O)Nc2cccc3ccccc23)C[C@H]1CO,70.92,93.65
Cc1nnc2c(Nc3cccc(CNC(=O)OC(C)(C)C)c3)nc3cc(C(=O)Nc4ccccc4)ccc3n12,39.43,60.71
CC(C)N(C1=CC(=O)OC12CCCCC2)C(C)C,8.83,25.17
O=C1[C@@H]2CCCN2/C(=N/c2ccccc2)N1c1ccccc1,18.5,35.38
N#Cc1ccc(Oc2ccc(NC(=O)NCc3cc[nH]n3)cn2)cc1,59.93,75.28
O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccnc(-n2cnnc2)c1,63.57,87.75
O=C(c1ccccc1C1CCNC1)N1CCC2(C=Cc3ccccc32)CC1,33.58,58.21
COc1ccc(N(C)C(=O)c2cc(S(=O)(=O)N3CCc4ccccc43)cn2C)c(OC)c1,11.68,14.59
CCc1noc(CC)c1CC(=O)NCC1(CC)CCCCC1,7.94,23.7
CC(=O)N1CCC2(CC1)OC(=O)C(C)=C2C(=O)N1CCN(C)CC1,74.92,85.21
CC(C)NC(=O)CN1C(=O)c2ccccc2N2C(=O)c3ccccc3C12,36.04,46.64
Cn1cc(Br)c(=O)c(NC(=O)c2ccc(O)cc2F)c1,63.44,68.0
CC(C)C(CCN1CCN(C)CC1)c1ccco1,23.52,59.8
