SMILES,MLM_Pred,HLM_Pred
O=C1C(=CC=Cc2ccco2)SC(=S)N1CCc1ccccc1,10.64,12.22
O=C1N=C(N2CCN(c3ccccc3)CC2)SC1=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1,34.17,41.92
COc1ccc(Nc2ccc3c4c(ncnc24)-c2ccccc2C3=O)cc1,36.66,58.78
CCOc1ccc(-c2csc(/C(C#N)=C/c3ccc([N+](=O)[O-])o3)n2)cc1,37.97,50.43
O=C1C(=Cc2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)o2)N=C2CCCCCN12,29.34,36.87
CCN(CC)c1cc(NC2CCCCC2)c2c3c(onc13)-c1ccccc1C2=O,16.41,24.21
[C]Oc1cccc(N2[C][C]N(OS(=O)c3ccc4c(c3)C(=C3[C][C][C][C]3)C(=O)[N]4)[C][C]2)c1,53.4,63.72
CN(C)c1ccc(/C=C/C=c2/sc3n(c2=O)CCCN=3)cc1,32.21,57.94
Cc1ccc(N2C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C=C2c2ccccc2)cc1C,37.33,51.38
O=[N+]([O-])c1ccc(C=Cc2nc3ccc(OC(F)(F)F)cc3c3c2CCS3)cc1,47.68,66.4
Nc1ccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,69.24,98.28
[C][C][C]1[C][C][C][C]N1S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],53.21,59.76
CN(C)c1ccc(/C=C2\CCC(=C3SCCS3)C2=O)cc1,12.54,19.99
S=C1[N][C](c2ccccc2)C2=C([N]1)C(=C1S[C][C]S1)[C][C][C]2,27.41,39.94
CCOCCCNC(=O)c1c(N)n(-c2ccc(N(CC)CC)cc2)c2nc3ccccc3nc12,17.96,32.11
O=C(Nc1ccc2nc(N3CCCC3)sc2c1)c1ccc([N+](=O)[O-])cc1,29.04,41.63
CN(C)c1ccc(N=Nc2ccccc2C(=O)OCC(=O)NC2CCCC2)cc1,21.17,36.37
CCC(C)n1cc(C=C2C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)c2ccccc21,38.22,54.67
O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,75.21,96.36
Cc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)cc1,48.5,69.57
CC(C)CNc1cc(NCCO)c2c(c1N)C(=O)c1ccccc1C2=O,44.16,58.65
O=C1c2ccc(O)cc2C(=O)N1c1ccc(N(c2ccccc2)c2ccc(N3C(=O)c4ccc(O)cc4C3=O)cc2)cc1,62.37,85.78
C[n+]1c(/C=C2\C=CC=CN2CCO)sc2ccccc21,25.43,44.97
O=C1OC(c2ccccc2)=CC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,48.49,66.56
O=C1c2ccccc2-c2cc(N3CCC4(CC3)OCCO4)nc3cccc1c23,30.33,44.26
N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc(-c2ccc(Oc3ccccc3)cc2)cs1,45.63,63.42
N#CC(C#N)=Cc1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,33.46,42.9
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,59.35,83.91
CC(C)(C)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)cc1,53.23,75.39
O=C1c2ccccc2C(=O)c2c1cc(Cl)c1c2NC2(CCCCC2)N1,36.19,50.59
O=C(O)C1CC2CCCCC2N1C(=O)C=Cc1nc2ccccc2o1,70.51,86.35
COc1ccc2c(/C=C/C=C3/Sc4ccccc4N3C)c3ccc(OC)cc3[o+]c2c1,29.75,44.17
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(N(C)C)cc1,43.62,65.39
O=C1[N]c2ccc([O+]S([O-])=N[C]3[C][C][C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,53.38,65.74
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2cc(Cl)ccc2Cl)o1,50.23,67.73
CCN(c1ccc(C=Cc2sc3ccccc3[n+]2C)cc1)c1ccc(OC)cc1,23.02,35.11
O=C1[N]c2ccc(S(=O)(=O)[N][C]3[C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,56.29,65.6
O=C1CSC(=S)N1/N=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,20.98,31.36
N#CC(C#N)=Cc1ccc(N2CCOCC2)o1,27.5,39.22
CCN1C(=O)C(=Cc2ccc(-c3ccc(C(=O)O)cc3)o2)N(CC)C1=S,68.19,79.47
O=C(O)c1ccccc1NN=CC1=C(N2CCOCC2)C(=Cc2ccc([N+](=O)[O-])cc2)CC1,74.46,82.62
[C][C][C][C]N([C][C][C][C])c1ccc(C(C#N)=C(C#N)C#N)cc1,27.58,32.86
O=C1C(=Cc2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1ccccc1O,48.69,72.17
CC(=O)Nc1ccc(N2C(=O)/C(=C\c3ccc([N+](=O)[O-])cc3)SC2=S)cc1,53.3,63.28
COc1ccc(Nc2cc(N(C)Cc3ccccc3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,30.78,45.71
c1ccc(CN/N=C2/c3ccccc3-c3nc4ccccc4nc32)cc1,21.33,38.64
Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)c(NC3CCCCC3)n2c1,18.03,28.88
O=C1[N]c2ccc(S(=O)(=O)[N][C]3[C][C][C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,55.6,65.38
CCN(CC)c1ccc(NC(=O)c2cccc([N+](=O)[O-])c2)cc1,24.8,36.98
O=C(Nc1ccc(Nc2cccc3ccccc23)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,46.98,70.43
O=C1[N]c2ccc(S(=O)(=O)N3[C][C]N([C]4[C][C][C][C][C]4)[C][C]3)cc2C1=C1[C][C][C][C]1,58.28,63.2
CN(CCO)c1cc(NCc2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,33.36,47.54
c1ccc2c(c1)/C(=N/Nc1ccc3ccccc3c1)c1nc3ccccc3nc1-2,34.54,58.69
COc1ccc(/C=C2\C=C(c3ccccc3)N(c3ccc(Sc4ccc([N+](=O)[O-])cc4)cc3)C2=O)cc1Br,49.48,65.99
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1CC1CCCO1,40.08,47.03
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2ccc(Cl)cc2)o1,60.1,88.2
[C][C]N([C][C])c1ccc([C]=C2C(=O)c3ccccc3C2=O)c(O[C])c1,42.1,53.45
[C]Oc1ccc([C]2C3=C([N][C]4S[C]C(=O)N42)C(=C2S[C][C]S2)[C][C][C]3)cc1,40.08,49.46
Cc1cc(/C=C(/C#N)c2ccc(C(=O)O)cc2)c(C)n1-c1ccc(N(C)C)cc1,53.47,71.18
CC(C)N1CCC(Oc2ccc(-c3ccc4c(n3)C(=O)C(N)=CC4=O)cc2)CC1,46.1,65.76
O=C1[N]c2ccc(S(=O)(=O)[N][C]3[C][C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,55.92,65.47
COc1oc([C@H]2C/C(=C/C(C)=C/C(C)=C/C(C)=C/c3ccc([N+](=O)[O-])cc3)CO2)c(C)c(=O)c1C,35.57,41.97
CN(C)c1ccc(/C=C2\CCCC3=C2N=c2s/c(=C/c4ccc([N+](=O)[O-])cc4)c(=O)n2C3c2ccc(N(C)C)cc2)cc1,30.64,39.69
CCCN1CCN(c2cc(Nc3ccc(OC)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,30.8,44.84
CCOc1ccc(N(C)c2ccc(C=C3SC(=S)N(CC)C3=O)cc2)cc1,17.8,21.65
COc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2Sc3ccccc3C2=O)o1,44.12,57.12
[C]c1cc(N2[C][C][C][C][C]2)ccc1[C]=C1C(=O)N([C])C(=S)N([C])C1=O,55.62,58.62
O=C(Nc1ccc(-c2ccc(N3CCOCC3)nn2)cc1)c1ccc([N+](=O)[O-])cc1,66.22,79.89
COC(=O)c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(N(C)C)cc3)cc2)cc1,25.05,35.38
Nc1cc2c3cc(N)c(N)cc3c3cc(N)c(N)cc3c2cc1N,36.57,80.75
COC(=O)C(C(=O)OC)=C(/C=C/C=C/N(C)C)N(C)C,19.56,23.19
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1cn(C)c2ccccc12,45.49,66.43
CN(C)c1ccc(N=Nc2ccc(SC(F)(F)F)cc2[N+](=O)[O-])cc1,32.09,42.55
O=C1c2ccccc2C(=O)c2c1cc(N1CCOCC1)c1nsnc21,36.3,44.65
N#Cc1ccc(-c2nc3cc(C#N)c(C#N)cc3nc2-c2ccccc2)cc1C#N,56.37,83.42
CN(C)c1ccc(C=CC=C2SC(=S)N(CC(=O)O)C2=O)cc1,74.0,78.69
O=C(Nc1ccc(-c2csc(N3CCOCC3)n2)cc1)c1ccc([N+](=O)[O-])cc1,50.84,63.02
CCN1C(=O)C(=Cc2ccc(-c3ccccc3)o2)N(CC)C1=S,12.62,14.6
[C][C]N([C][C])c1ccc([C]=C2C(=O)OC([C])([C])OC2=O)cc1,40.73,47.02
[C][C]N1C(=O)C(=[C]c2ccc(N([C])[C])cc2)C(=O)N([C][C])C1=S,38.74,38.95
CN(C)c1ccc(/C=N/n2c(N)c(S(=O)(=O)c3ccccc3)c3nc4ccccc4nc32)cc1,22.83,38.9
CN1C=CC=CC1=C(C#N)c1ncc(-c2ccc(Cl)cc2)s1,28.05,33.27
CCN(CC)C(=O)C(C#N)=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,20.68,25.61
CC(C)c1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,47.07,67.26
CCOC(=O)c1ccc(-c2ccc(/C=C3/C=C(c4ccccc4)N(Cc4ccccc4)C3=O)o2)cc1,38.3,51.93
O=C1C(=CC=Cc2ccco2)SC(=S)N1Cc1ccco1,11.09,16.27
COc1ccc(C=CC(=O)Nc2ccc(NC3CCCCC3)c3c2C(=O)c2ccccc2C3=O)cc1,42.3,59.54
O=C1/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)C=C(c2ccccc2)N1c1cccc([N+](=O)[O-])c1,55.01,75.66
CC(C)(C)C1=CC(=C(C#N)C#N)C=C(/C=C/c2cc3c4c(c2)C(C)(C)CCN4CCC3(C)C)O1,25.81,33.69
O=C1/C(=C/C=C/c2ccccc2)SC(=S)N1CC(=O)N1c2ccccc2Sc2ccccc21,24.3,31.47
CN1C(=O)C(=c2sc(=CC=C3SC(c4ccccc4)=C(c4ccccc4)N3C)c(=O)n2C)SC1=S,21.22,21.9
O=C(O)CCCCCN1C(=O)C(=CC=Cc2ccco2)SC1=S,59.32,67.47
CN(C)c1ccc(N2C(=O)/C(=C\c3ccc(Sc4ccc(Cl)cc4)o3)SC2=S)cc1,29.47,39.48
CC(C)Nc1cc(NCCO)c2noc3c2c1C(=O)c1ccccc1-3,32.11,44.87
CCN1C(=CC=C2SC(=S)N(C)C2=O)SC(c2ccccc2)=C1c1ccccc1,15.78,17.54
CCN1C(=O)C(=CC=C2Sc3ccc(-c4nc5ccccc5s4)cc3N2CC)SC1=S,18.72,22.09
COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1c(C)ccc(C)c1OC)=[N+]2C,21.44,23.41
CN(C)c1ccc(C=C2C=C(c3ccc(F)cc3)OC2=O)cc1Br,40.19,55.39
CC(C)Nc1cc(N2CCOCC2)c(N)c2c1C(=O)c1ccccc1C2=O,38.48,49.64
COc1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)c1,52.42,74.06
CCN(CC)c1ccc(/C=N/N2C(=O)c3ccccc3C2=O)cc1,28.2,38.86
CSC(SC)=C1CC/C(=C\c2ccc(Cl)cc2Cl)C1=O,37.89,53.06
[C]Oc1ccccc1[C]N=S([O-])[O+]c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)[N]2,46.86,64.46
CCCN(CCC)c1ccc(C=C2CCc3c2nc2ccccc2c3C(=O)O)cc1,40.6,58.65
O=C1C(=CC=Cc2ccccc2)SC(=S)N1CC(=O)N1c2ccccc2Sc2ccccc21,21.4,26.93
O=C1C(=CC=Cc2ccc([N+](=O)[O-])o2)SC(=S)N1c1cccc2ccccc12,32.06,41.81
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2cccc(C(F)(F)F)c2)o1,51.79,70.77
COC(=O)c1ccc(/C=C/C2=[N+](C)c3ccc(OC)cc3C2(C)C)cc1,21.88,24.78
CNc1ccc(Nc2cccc(C(F)(F)F)c2)c2c1C(=O)c1ccccc1C2=O,51.33,75.87
O=C(O)CCCCCCCCCCc1ccc2n1[B-](F)(F)[N+]1=C(/C=C/C=C/c3ccccc3)C=CC1=C2,34.62,46.46
Nc1c(-c2ccc([N+](=O)[O-])cc2)sc2nc(-c3ccccc3)cc(C(F)(F)F)c12,55.83,82.42
[C]O[C][C][N]S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],46.44,50.25
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1Cc1cccnc1,33.85,40.98
O=C1OC(c2ccc(Br)cc2)=CC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,55.97,74.66
O=C1c2ccccc2-c2onc3c(Br)cc(NC4CCCCC4)c1c23,35.57,52.42
COC(=O)CN1C(=S)N(c2ccc(OC)cc2)C(=O)/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,37.62,42.14
CN(c1ccccc1)c1ccc(/C=C2\N=C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)OC2=O)cc1,52.4,67.01
O=c1nc(C(F)(F)F)cc(C=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)[nH]1,56.3,71.27
CC1CCCC(O)C2C(=O)CC(O)C3OC(/C=C/C=C/C=C/C(=O)O)=C(C(=O)O1)C32,82.53,86.04
[C][C][C][C]N([C])S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],48.21,51.27
[C][C][C][C][C]([C][C])[C]N1c2ccccc2Sc2cc([C]=c3sc(=C(C#N)C#N)n(-c4ccccc4)c3=O)ccc21,42.51,54.21
O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,36.88,45.92
O=C1C(=CC=Cc2ccco2)SC(=S)N1C1CCCCC1,12.05,23.39
O=C1c2ccccc2-c2nc3c(ccc4ccccc43)c(-c3cccc([N+](=O)[O-])c3)c21,51.92,73.31
CN1CCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,24.85,42.81
O=C(Nc1ccc(Nc2cc([N+](=O)[O-])ccc2O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,64.52,86.37
O=C1[N]c2ccc(S(=O)(=O)N3[C][C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,56.72,61.9
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(N(C)C)c(Br)c1,46.01,66.32
O=[N+]([O-])c1cccc(-c2ccc(/C=N/c3ccc(N4CCOCC4)cc3)o2)c1,30.92,42.75
O=C([C]=C([C]1[C][C]1)[C]1[C][C]1)[N]c1ccc(N2[C][C][C][C][C]2)c2ccncc12,37.96,48.71
[C]Oc1ccc([C]=[C]C2=[C]C(=C(C#N)C#N)[C]C([C])([C])[C]2)cc1,31.67,38.74
O=C1C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1cccc(O)c1,53.5,79.13
O=C1N=C(Nc2ccc(O)cc2)SC1=CC(Cl)=Cc1ccc([N+](=O)[O-])cc1,52.21,60.65
[C]Oc1ccc(/[C]=C2/[C][C]C(=C3S[C][C]S3)C2=O)cc1,36.94,48.97
CCN(c1ccc(/C=C/C2=[N+](C)c3cc(OC)ccc3C2(C)C)cc1)c1ccc(C(=O)OC)cc1,25.25,30.94
CCOC(=O)c1cc(/C=C/c2sc3ccccc3[n+]2C)c2sc3ccccc3n12,24.72,30.03
O=C1[N]c2ccc(OS(=O)N3[C][C]N(c4ccccn4)[C][C]3)cc2C1=C1[C][C][C][C]1,53.58,61.86
CC[n+]1c(/C=C/C=C/N(C(C)=O)c2ccccc2)sc2ccccc21,15.23,20.4
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,31.89,52.84
CCOC(=O)c1ccc(-c2ccc(C=C3C=C(c4ccccc4)N(c4ccc(C)c(C)c4)C3=O)o2)cc1,43.14,57.95
CC12CCC(CC1=N/N=C1\NC(=O)C(=CC=Cc3ccc([N+](=O)[O-])cc3)S1)C2(C)C,40.29,50.26
Nc1ccc2nc3c4ccccc4c(=[NH2+])cc-3oc2c1,21.27,53.57
C=CCN1C(=O)/C(=c2/s/c(=C\C=C3\Sc4ccc(OC)cc4N3CC)c(=O)n2CC)SC1=S,21.78,22.46
CCOc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,51.66,73.04
CCCN1CCN(c2cc(NC(C)C)c3c4c(onc24)-c2ccccc2C3=O)CC1,18.63,26.81
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,28.64,34.43
CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1,18.19,34.75
CN(C)c1ccc(/C=N/n2c(N)c(C(=O)NCc3ccccc3)c3nc4ccccc4nc32)cc1,27.37,50.08
CCN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,47.87,63.71
CCOc1ccc(C2=C/C(=C\c3ccc(N(C)C)c(Br)c3)C(=O)O2)cc1,39.04,50.75
CN(C)c1ccc(C=CC=CC2=N[C@@H](C(=O)O)CS2)cc1,73.55,84.32
CCN(CC)c1ccc2c(-c3c(N=C=S)cccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,44.38,60.8
O=C1/C(=C\c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1Cc1ccccc1,44.18,63.51
COc1ccccc1N1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)C=C1c1ccccc1,46.67,65.91
Cc1cc2c(cc1C)-c1nc3ccccc3cc1/C2=N\c1ccccc1,46.11,69.62
N#Cc1cc([N+](=O)[O-])ccc1Nc1ccc(NC2CCOCC2)cc1,55.19,68.36
CN(c1ccccc1)c1ccc(/C=N/NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,26.37,39.2
CCCCC(CC)CN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,22.86,29.34
O=C(O)CCCN1C(=O)C(=CC=Cc2ccco2)SC1=S,73.7,77.72
c1cc2c3c(cccc3c1)-c1n[n+]3c(cc1-2)sc1ccccc13,41.48,63.18
O=C1N=C(N2CCN(c3ccc(Cl)cc3)CC2)S/C1=C\c1ccc(-c2cccc([N+](=O)[O-])c2)o1,44.93,56.35
CCCN1CCN(c2cc(Nc3ccc(N(C)C)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,27.02,40.92
CC(C)(C)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,54.27,77.0
O=C1c2ccccc2-c2nc3cc4[nH]c(=O)[nH]c4cc3nc21,58.27,72.07
Cc1ccc(C2=C/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C(=O)O2)cc1,51.6,69.89
COc1ccc(-c2csc(/C(C#N)=C/c3ccc(N(C)C)cc3)n2)cc1,30.12,40.25
CCCCCCCCCN1C=CC(=CC=C(C#N)C#N)c2ccccc21,16.39,24.84
COc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,53.33,75.45
CC(C)(C)C1=NN(c2ccccc2)C(=O)C1=CC=Cc1ccc([N+](=O)[O-])cc1,36.67,48.55
CC1C/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C1,55.38,72.74
O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C][C][C][C][C]2)C(=O)N1c1ccc([N+](=O)[O-])cc1,56.25,66.74
CCCn1c(=C2SC(=S)N(CC)C2=O)sc(=C2C=Cc3ccccc3N2CC)c1=O,12.92,11.2
CC(C)/C=C1\CC/C(=C\c2ccc(N(C)C)cc2)C1=O,13.0,18.91
CCOC(=O)C1CCCN(c2cc(Nc3ccc(OCC)cc3)c3c4c(onc24)-c2ccccc2C3=O)C1,36.48,47.35
CCN1c2ccc(C=C3SC(=S)NC3=O)cc2C(C)=CC1(C)C,19.04,24.3
[C][C]N1[C][C][C][C]1[C][N]S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],55.57,59.47
CCCCCCCCCN1C=C/C(=C\C=C(C#N)C#N)c2ccccc21,17.15,26.21
COc1ccc(C=C2C=C(c3ccccc3)N(c3ccc(Sc4ccc([N+](=O)[O-])cc4)cc3)C2=O)cc1Br,48.15,64.17
Cl.NC(N)=NN=C(/C=C/c1ccc([N+](=O)[O-])o1)/C=C/c1ccc([N+](=O)[O-])o1,64.45,74.46
O=C(O)CCC(C(=O)O)N1C(=O)/C(=C\C(Cl)=C/c2ccc([N+](=O)[O-])cc2)SC1=S,78.92,77.56
c1ccc2c(c1)/C(=N/C1CCCCC1)c1cc3ccccc3nc1-2,30.4,50.4
CCOc1ccc(Nc2cc(N3CCCC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,31.79,47.03
CC1CCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,16.56,27.08
CCOC(=O)c1sc2nc(-c3ccc([N+](=O)[O-])o3)c(NC3CCCCC3)n2c1C,21.36,29.32
CCSC1=N/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)S1,42.53,54.06
CN(c1ccccc1)c1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,23.28,35.14
O=C(/C=C/c1ccc(-c2ccc(Cl)cc2Cl)o1)N1c2ccccc2Sc2ccc(Cl)cc21,54.11,76.23
CCN1C(=O)/C(=C\C=C2\N(CC)c3ccc(-c4ccccc4)cc3C2(C)C)S/C1=N\c1ccc(Br)cc1,30.82,41.39
Nc1ccc2nc3c(cc(N)c4ccccc43)[o+]c2c1,19.85,52.88
CC[n+]1c(C=CC=C2C=C(c3ccccc3)c3ccccc3S2)sc2ccccc21,29.78,45.63
O=[N+]([O-])c1ccc(C=Cc2nc3c(ccc4ccccc43)s2)cc1,28.67,43.81
N#C/C(=C\c1cc2c3c(c1)CCCN3CCC2)c1nc2ccccc2s1,21.27,29.43
CCN1C(=O)C(=CC=C2SC(c3ccccc3)=C(c3ccccc3)N2CC)SC1=S,15.05,16.52
CCN(CC)c1ccc(/C=C(/C#N)c2ccc(C(=O)O)cc2)c(OC)c1,46.8,60.87
N#CC(C#N)=c1ccc(=C(C#N)c2ccc(NCCO)cc2)cc1,22.14,29.29
CCN(CC)c1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,71.24,87.78
CN1C(=O)/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)SC1=S,44.65,50.5
O=C([C]=C([C]1[C][C]1)[C]1[C][C]1)[N]c1sc2c(c1C(=O)[N][C]1[C][C]1)[C][C][C]2,43.31,50.14
"CC1=CC(C)=C(C(C)=C1)C1=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=N\C(\C=C2)=C(/C2=CC=C\1N2)C1=C(C)C=C(C)C=C1C)C1=C(C)C=C(C)C=C1C)C1=C(C)C=C(C)C=C1C |c:4,7,14,16,21,23,28,30,39,45,49,55,59,65,t:1,10,18,25,32,34,42,52,62|",61.32,86.75
COc1cc(-c2nc3ccccn3c2N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)ccc1O,49.08,71.0
O=S(=O)(O)c1ccc(Nc2ccc(C(=C3C=CC(=Nc4ccccc4)C=C3)c3ccc(Nc4ccccc4)cc3)cc2)cc1,41.95,64.71
COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1ccccc1OC)=[N+]2C,19.27,20.67
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,14.53,23.63
C/C=C/C=C/C=C/C(=O)N[C@H]1CCCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O,73.22,78.35
O=C(CN1C(=O)S/C(=C\C=C\c2ccco2)C1=O)N1CCN(c2ccccc2)CC1,33.8,42.16
[C][C]N1C(=O)C(=[C]/[C]=[C]/[C]=C2/N([C])c3ccccc3C2([C])[C])C(=O)N([C][C])C1=S,38.28,39.93
CN(C)c1cc(NCCO)c2c(c1N)C(=O)c1ccccc1C2=O,59.99,78.22
Cc1ccc(-c2ccc(C=C3C(=O)c4ccccc4C3=O)o2)cc1Cl,51.09,70.85
O=C1c2ccccc2-c2cc(N3CCCCC3)nc3cccc1c23,27.03,44.43
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2ccc(F)cc2)o1,56.94,85.45
O=C1C(=[C]c2cnc(N3[C][C][C][C][C]3)s2)C(=O)c2ccccc21,48.76,60.4
CC(C)Nc1cc(N(C)CCc2ccccn2)c2noc3c2c1C(=O)c1ccccc1-3,16.5,21.77
[C]N1C(=O)C(=C2[C][C][C][C]2)c2cc(OS(=O)N3[C][C]N(c4ccccc4)[C][C]3)ccc21,51.94,64.43
O=S(=O)([O-])CCC[n+]1ccc(/C=C/c2c[nH]c3ccc(Br)cc23)cc1,33.86,44.86
CC1CC(C)(C)N(C)c2ccc(C=C3N=C(c4ccccc4)OC3=O)cc21,14.95,18.4
O=C1C=CC(F)=C/C1=C1/SSN=C1Cl,61.19,73.36
CN(c1ccccc1)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,25.13,40.6
O=C1[N]c2ccc(S(=O)ON3[C][C]N(c4ccc(Cl)cc4)[C][C]3)cc2C1=C1[C][C][C][C]1,53.77,67.34
CCNc1cc(NCC(C)C)c(N)c2c1C(=O)c1ccccc1C2=O,26.09,39.61
O=C1N=C(Nc2cccc(O)c2)SC1=CC(Cl)=Cc1ccc([N+](=O)[O-])cc1,52.12,60.16
CC(=Cc1cccc([N+](=O)[O-])c1)C(=O)C=CC=Cc1ccccc1,21.15,24.42
[C][C][C]N([C][C][C])S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],45.86,51.16
CC1Oc2ccccc2C=C1/C=C1\Oc2cc(OC(=O)N(c3ccccc3)c3ccccc3)ccc2C1=O,38.85,55.8
